,0,1,2,3
0,3.0,0.5,0.9205917119979858,9.0
1,5.0,0.0,2.2428247928619385,2.0
2,5.0,1.0,3.0,1.0
3,2.0,0.0,3.0,0.0
4,2.0,0.7857142857142857,3.0,0.0
5,2.0,1.0,3.0,0.0
6,5.0,0.0,2.1114277839660645,4.0
7,5.0,1.0,3.0,1.0
8,2.4285714285714284,0.0,0.8899720311164856,8.0
9,3.5,0.1428571428571428,1.5309410095214844,5.0
10,3.7142857142857135,0.4285714285714285,1.22396719455719,9.0
11,4.142857142857142,0.5714285714285714,1.9122393131256104,3.0
12,2.0,0.2142857142857142,3.0,0.0
13,3.2857142857142856,0.0,1.2332972288131714,8.0
14,3.2857142857142856,1.0,3.0,0.0
15,3.7142857142857135,0.5,1.2981010675430298,10.0
16,2.4285714285714284,0.5,0.9177889823913574,3.0
17,5.0,0.0,2.1318602561950684,7.0
18,3.5,0.0,1.2902181148529053,10.0
19,3.071428571428571,0.3571428571428571,0.9490087032318116,10.0
20,5.0,0.5,2.0581622123718257,4.0
21,2.0,0.5714285714285714,3.0,0.0
22,3.071428571428571,0.6428571428571428,0.9310001730918884,9.0
23,3.071428571428571,0.4285714285714285,0.9564096927642822,10.0
24,2.8571428571428568,0.2857142857142857,0.8876850605010986,10.0
25,3.2857142857142856,0.4285714285714285,1.069774508476257,7.0
26,5.0,0.4285714285714285,2.25093674659729,4.0
27,3.2857142857142856,0.5,0.9789283871650696,10.0
28,3.2857142857142856,1.0,3.0,0.0
29,3.7142857142857135,0.0,1.5913044214248655,3.0
30,3.2857142857142856,0.3571428571428571,1.0576685667037964,9.0
31,2.8571428571428568,0.5,0.921966791152954,7.0
32,3.2857142857142856,0.2857142857142857,1.0598313808441162,10.0
33,3.5,1.0,3.0,0.0
34,2.8571428571428568,0.5,0.8899060487747192,9.0
35,2.642857142857143,0.0714285714285714,0.9459107518196106,6.0
36,5.0,1.0,3.0,0.0
37,3.071428571428571,0.5,0.9276384115219116,10.0
38,2.8571428571428568,0.5714285714285714,0.8990662693977356,7.0
39,3.071428571428571,0.5,0.9043900966644288,10.0
40,2.0,1.0,3.0,0.0
41,5.0,0.4285714285714285,2.1201272010803223,6.0
42,2.642857142857143,0.0,0.9361266493797302,7.0
43,4.142857142857142,0.7142857142857142,1.478809118270874,8.0
44,4.357142857142858,0.2142857142857142,1.932932019233704,3.0
45,2.0,0.4285714285714285,3.0,0.0
46,4.357142857142858,0.7142857142857142,1.566609025001526,10.0
47,4.357142857142858,0.2857142857142857,1.8242981433868408,7.0
48,5.0,0.6428571428571428,2.139216899871826,2.0
49,3.071428571428571,0.7142857142857142,0.8806522488594055,10.0
50,2.857142857142857,0.6428571428571428,0.9011309146881104,6.0
51,2.857142857142857,0.0,0.9305037260055542,10.0
52,2.0,0.2857142857142857,3.0,0.0
53,2.2142857142857144,0.5714285714285714,3.0,0.0
54,2.857142857142857,0.0,0.94191312789917,10.0
55,4.142857142857142,0.9285714285714284,1.0051658153533936,10.0
56,4.142857142857142,1.0,3.0,0.0
57,3.2857142857142856,0.7857142857142857,0.9226489067077636,8.0
