,0,1,2,3
0,200.0,200.0,0.9174907207489014,4.0
1,400.0,400.0,0.920562505722046,4.0
2,25.0,400.0,0.9113466143608092,4.0
3,400.0,25.0,0.8953428268432617,4.0
4,25.0,25.0,0.9107853174209596,4.0
5,400.0,202.63157894736838,0.9004952907562256,3.0
6,202.63157894736838,400.0,0.9082499742507936,4.0
7,222.36842105263162,25.0,0.9103804230690002,4.0
8,25.0,222.36842105263162,0.9087782601515452,4.0
9,301.3157894736842,301.3157894736842,0.9107899665832521,4.0
10,123.68421052631578,301.3157894736842,0.918196439743042,3.0
11,103.94736842105264,103.94736842105264,0.9305161833763124,4.0
12,321.05263157894734,123.68421052631578,0.9210401177406311,3.0
13,400.0,301.3157894736842,0.9077824354171753,4.0
14,25.0,123.68421052631578,0.9384413361549377,4.0
15,301.3157894736842,400.0,0.9144464731216431,4.0
16,25.0,301.3157894736842,0.9094286561012268,4.0
17,123.68421052631578,25.0,0.9114384651184082,3.0
18,321.05263157894734,25.0,0.9175288677215576,4.0
19,400.0,103.94736842105263,0.9232757091522217,3.0
20,103.94736842105263,400.0,0.9298000931739807,4.0
21,84.21052631578948,222.36842105263156,0.934837281703949,3.0
22,301.3157894736842,222.36842105263156,0.9192289113998413,4.0
23,222.36842105263162,321.0526315789473,0.9140743613243104,2.0
24,222.36842105263156,103.94736842105263,0.9080014228820801,4.0
25,25.0,242.10526315789474,0.9448757767677307,2.0
26,400.0,242.10526315789474,0.9032390713691711,4.0
27,380.2631578947368,25.0,0.9095154404640198,2.0
28,182.89473684210526,25.0,0.9156331419944763,3.0
29,400.0,281.57894736842104,0.9001176357269287,4.0
30,242.10526315789474,400.0,0.9114078879356384,4.0
31,400.0,222.36842105263156,0.9045471549034119,4.0
32,25.0,340.7894736842105,0.9334036111831665,4.0
33,340.7894736842105,340.7894736842105,0.8981170058250427,3.0
